mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
0.67,"22km SSW of La Quinta, CA",1666748912240,1666800907160,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40365864,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40365864&format=geojson,,,,,reviewed,0,7,ci,40365864,",ci40365864,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",28.0,0.03583,0.13,84.0,ml,earthquake,"M 0.7 - 22km SSW of La Quinta, CA"
2.29,"7km NW of The Geysers, CA",1666748865970,1667345171565,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73799241,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73799241&format=geojson,,,,,reviewed,0,81,nc,73799241,",nc73799241,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",71.0,0.0095,0.05,19.0,md,earthquake,"M 2.3 - 7km NW of The Geysers, CA"
2.2,Southern Alaska,1666748333252,1666748440014,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022dqiigkt,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022dqiigkt&format=geojson,,,,,automatic,0,74,ak,022dqiigkt,",ak022dqiigkt,",",ak,",",origin,phase-data,",,,0.54,,ml,earthquake,M 2.2 - Southern Alaska
0.4,"31 km SSW of Mina, Nevada",1666748278841,1666838604922,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00850110,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00850110&format=geojson,,,,,reviewed,0,2,nn,00850110,",nn00850110,",",nn,",",origin,phase-data,",8.0,0.22,0.0992,285.84,ml,earthquake,"M 0.4 - 31 km SSW of Mina, Nevada"
4.1,"85 km W of San Antonio de los Cobres, Argentina",1666748057987,1666748664040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ike6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000ike6&format=geojson,,,,,reviewed,0,259,us,7000ike6,",us7000ike6,",",us,",",origin,phase-data,",22.0,1.559,0.67,109.0,mb,earthquake,"M 4.1 - 85 km W of San Antonio de los Cobres, Argentina"
1.73,"6 km ESE of La Parguera, Puerto Rico",1666747659330,1666748859490,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71379773,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71379773&format=geojson,,,,,reviewed,0,46,pr,71379773,",pr71379773,",",pr,",",origin,phase-data,",8.0,0.05731,0.09,211.0,md,earthquake,"M 1.7 - 6 km ESE of La Parguera, Puerto Rico"
2.16,,1666746801589,1666789279068,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2022uyoi,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2022uyoi&format=geojson,,,,,reviewed,0,72,ok,2022uyoi,",ok2022uyoi,",",ok,",",origin,phase-data,",74.0,0.008998234239,0.26,84.0,ml,earthquake,M 2.2 - 
0.8,"9 km ENE of Markleeville, California",1666746799985,1666838599297,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00850109,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00850109&format=geojson,,,,,reviewed,0,10,nn,00850109,",nn00850109,",",nn,",",origin,phase-data,",9.0,0.168,0.0603,84.71,ml,earthquake,"M 0.8 - 9 km ENE of Markleeville, California"
2.2,"7 km SSE of Amarillo, Texas",1666746378256,1666927644305,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2022uyoc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2022uyoc&format=geojson,,,,,reviewed,0,74,tx,2022uyoc,",tx2022uyoc,",",tx,",",origin,phase-data,",8.0,0.2567694608,0.2,115.0,ml,earthquake,"M 2.2 - 7 km SSE of Amarillo, Texas"
0.37,"10km NW of The Geysers, CA",1666745378830,1666746792928,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73799231,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73799231&format=geojson,,,,,automatic,0,2,nc,73799231,",nc73799231,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",7.0,0.0007948,0.01,142.0,md,earthquake,"M 0.4 - 10km NW of The Geysers, CA"
-0.42,"74 km NW of Ninilchik, Alaska",1666745265920,1666857054620,,https://earthquake.usgs.gov/earthquakes/eventpage/av91075758,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91075758&format=geojson,,,,,reviewed,0,0,av,91075758,",av91075758,",",av,",",origin,phase-data,",7.0,,0.08,174.0,ml,earthquake,"M -0.4 - 74 km NW of Ninilchik, Alaska"
2.14,"13km WSW of Searles Valley, CA",1666745154540,1666800622790,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40365856,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40365856&format=geojson,,,,,reviewed,0,70,ci,40365856,",ci40365856,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",36.0,0.08683,0.14,57.0,ml,earthquake,"M 2.1 - 13km WSW of Searles Valley, CA"
1.44,"16km SE of Pinnacles, CA",1666744822540,1667340851109,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73799221,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73799221&format=geojson,,,,,reviewed,0,32,nc,73799221,",nc73799221,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",20.0,0.0414,0.06,77.0,md,earthquake,"M 1.4 - 16km SE of Pinnacles, CA"
1.61,"17km NNE of San Simeon, CA",1666744450480,1666778354322,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73799216,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73799216&format=geojson,2.0,0.0,,,reviewed,0,40,nc,73799216,",nc73799216,",",nc,",",dyfi,nearby-cities,origin,phase-data,scitech-link,",38.0,0.06755,0.09,112.0,md,earthquake,"M 1.6 - 17km NNE of San Simeon, CA"
0.8,"26 km SW of Mina, Nevada",1666744315922,1666838575192,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00850102,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00850102&format=geojson,,,,,reviewed,0,10,nn,00850102,",nn00850102,",",nn,",",origin,phase-data,",8.0,0.123,0.061,233.4,ml,earthquake,"M 0.8 - 26 km SW of Mina, Nevada"
1.4,"125 km NW of Yakutat, Alaska",1666743978251,1666744069953,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022dqhudoh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022dqhudoh&format=geojson,,,,,automatic,0,30,ak,022dqhudoh,",ak022dqhudoh,",",ak,",",origin,phase-data,",,,0.38,,ml,earthquake,"M 1.4 - 125 km NW of Yakutat, Alaska"
0.01,"38 km NNE of Amboy, Washington",1666743769820,1666760454980,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61890031,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61890031&format=geojson,,,,,reviewed,0,0,uw,61890031,",uw61890031,",",uw,",",origin,phase-data,",6.0,0.003145,0.07,162.0,mh,earthquake,"M 0.0 - 38 km NNE of Amboy, Washington"
1.31,"3km SSW of Brawley, CA",1666743659640,1666799815042,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40365848,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40365848&format=geojson,,,,,reviewed,0,26,ci,40365848,",ci40365848,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",20.0,0.05796,0.18,75.0,ml,earthquake,"M 1.3 - 3km SSW of Brawley, CA"
2.72,"14km ESE of Alum Rock, CA",1666743610600,1666913069842,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73799211,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73799211&format=geojson,55.0,4.1,,,reviewed,0,136,nc,73799211,",nc73799211,us7000ikds,",",nc,us,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",109.0,0.03981,0.07,39.0,md,earthquake,"M 2.7 - 14km ESE of Alum Rock, CA"
2.0,"57 km S of Whites City, New Mexico",1666743534999,1666812036858,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2022uymn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2022uymn&format=geojson,,,,,reviewed,0,62,tx,2022uymn,",tx2022uymn,",",tx,",",origin,phase-data,",29.0,0.04928488733,0.2,55.0,ml,earthquake,"M 2.0 - 57 km S of Whites City, New Mexico"
4.9,"256 km ESE of Ust’-Kamchatsk Staryy, Russia",1666742567939,1666743756040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ikdk,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000ikdk&format=geojson,,,3.339,,reviewed,0,369,us,7000ikdk,",us7000ikdk,ak022dqhpbfw,",",us,ak,",",origin,phase-data,shakemap,",69.0,5.174,0.38,83.0,mb,earthquake,"M 4.9 - 256 km ESE of Ust’-Kamchatsk Staryy, Russia"
1.3,Southern Alaska,1666742234686,1666742937790,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022dp86n0k,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022dp86n0k&format=geojson,,,,,automatic,0,26,ak,022dp86n0k,",ak022dp86n0k,",",ak,",",origin,phase-data,",,,0.2,,ml,earthquake,M 1.3 - Southern Alaska
1.3,"46 km E of Goldfield, Nevada",1666742164691,1666752199914,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00850012,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00850012&format=geojson,,,,,reviewed,0,26,nn,00850012,",nn00850012,",",nn,",",origin,phase-data,",12.0,0.406,0.134,183.46,ml,earthquake,"M 1.3 - 46 km E of Goldfield, Nevada"
1.1,Southern Alaska,1666742118733,1666742199974,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022dp867wh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022dp867wh&format=geojson,,,,,automatic,0,19,ak,022dp867wh,",ak022dp867wh,",",ak,",",origin,phase-data,",,,0.84,,ml,earthquake,M 1.1 - Southern Alaska
4.6,"120 km NNE of Tobelo, Indonesia",1666742059732,1666743214040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ikde,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000ikde&format=geojson,,,,,reviewed,0,326,us,7000ikde,",us7000ikde,",",us,",",origin,phase-data,",37.0,2.209,0.9,117.0,mb,earthquake,"M 4.6 - 120 km NNE of Tobelo, Indonesia"
1.44,"7 km NW of Emery, Utah",1666741317380,1666792762690,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60521972,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60521972&format=geojson,,,,,reviewed,0,32,uu,60521972,",uu60521972,",",uu,",",origin,phase-data,",7.0,0.05264,0.05,79.0,ml,earthquake,"M 1.4 - 7 km NW of Emery, Utah"
1.64,"15km E of Seven Trees, CA",1666740919000,1666771514546,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73799206,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73799206&format=geojson,1.0,0.0,,,reviewed,0,41,nc,73799206,",nc73799206,",",nc,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",45.0,0.04082,0.06,39.0,md,earthquake,"M 1.6 - 15km E of Seven Trees, CA"
1.6,"7 km WNW of Knik-Fairview, Alaska",1666740890481,1666741006515,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022dp81sbc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022dp81sbc&format=geojson,,,,,automatic,0,39,ak,022dp81sbc,",ak022dp81sbc,",",ak,",",origin,phase-data,",,,0.58,,ml,earthquake,"M 1.6 - 7 km WNW of Knik-Fairview, Alaska"
1.6,Southern Alaska,1666740621025,1666740745760,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022dp80v6e,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022dp80v6e&format=geojson,,,,,automatic,0,39,ak,022dp80v6e,",ak022dp80v6e,",",ak,",",origin,phase-data,",,,0.7,,ml,earthquake,M 1.6 - Southern Alaska
1.44,"4km NW of Boron, CA",1666740147020,1666741768371,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40365832,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40365832&format=geojson,,,,,reviewed,0,32,ci,40365832,",ci40365832,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",25.0,0.0978,0.15,70.0,ml,quarry blast,"M 1.4 Quarry Blast - 4km NW of Boron, CA"
1.8,"34 km W of Fort Stockton, Texas",1666740113322,1666822329356,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2022uykr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2022uykr&format=geojson,,,,,reviewed,0,50,tx,2022uykr,",tx2022uykr,",",tx,",",origin,phase-data,",14.0,0.07811992422,0.3,77.0,ml,earthquake,"M 1.8 - 34 km W of Fort Stockton, Texas"
1.98,"15km E of Seven Trees, CA",1666739220810,1666825418038,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73799196,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73799196&format=geojson,14.0,4.3,,,reviewed,0,66,nc,73799196,",nc73799196,",",nc,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",45.0,0.0464,0.07,40.0,md,earthquake,"M 2.0 - 15km E of Seven Trees, CA"
-0.16,,1666738936060,1666852832090,,https://earthquake.usgs.gov/earthquakes/eventpage/av91075753,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91075753&format=geojson,,,,,reviewed,0,0,av,91075753,",av91075753,",",av,",",origin,phase-data,",6.0,,0.15,130.0,ml,earthquake,M -0.2 - 
1.1,"13km SSW of Searles Valley, CA",1666738762580,1666741553353,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40365824,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40365824&format=geojson,,,,,reviewed,0,19,ci,40365824,",ci40365824,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",19.0,0.07902,0.16,115.0,ml,earthquake,"M 1.1 - 13km SSW of Searles Valley, CA"
1.67,"9km NW of Grayson, CA",1666738590170,1666779732456,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73799191,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73799191&format=geojson,,,,,reviewed,0,43,nc,73799191,",nc73799191,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",19.0,0.1445,0.09,79.0,md,earthquake,"M 1.7 - 9km NW of Grayson, CA"
4.9,"57 km ESE of Koseda, Japan",1666738156180,1666741703040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ikcv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000ikcv&format=geojson,,,,,reviewed,0,369,us,7000ikcv,",us7000ikcv,",",us,",",origin,phase-data,",65.0,1.465,0.66,122.0,mb,earthquake,"M 4.9 - 57 km ESE of Koseda, Japan"
0.8,"23 km SE of Chickaloon, Alaska",1666737478662,1666745505228,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022dp7gzqc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022dp7gzqc&format=geojson,,,,,reviewed,0,10,ak,022dp7gzqc,",ak022dp7gzqc,",",ak,",",origin,phase-data,",,,0.34,,ml,earthquake,"M 0.8 - 23 km SE of Chickaloon, Alaska"
1.66,"3 km SSW of Katie, Oklahoma",1666736870219,1666795811515,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2022uyiw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2022uyiw&format=geojson,,,,,reviewed,0,42,ok,2022uyiw,",ok2022uyiw,",",ok,",",origin,phase-data,",52.0,0.001799646848,0.25,84.0,ml,earthquake,"M 1.7 - 3 km SSW of Katie, Oklahoma"
2.36,"7 km WNW of Coto Laurel, Puerto Rico",1666736672750,1666737771920,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71379758,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71379758&format=geojson,,,,,reviewed,0,86,pr,71379758,",pr71379758,",",pr,",",origin,phase-data,",20.0,0.03215,0.19,78.0,md,earthquake,"M 2.4 - 7 km WNW of Coto Laurel, Puerto Rico"
0.6,"83 km WNW of Tyonek, Alaska",1666736508432,1666852458650,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022dp7dk8r,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022dp7dk8r&format=geojson,,,,,automatic,0,6,ak,022dp7dk8r,",av91703101,ak022dp7dk8r,",",av,ak,",",origin,phase-data,",,,0.41,,ml,earthquake,"M 0.6 - 83 km WNW of Tyonek, Alaska"
1.5,"58 km WNW of Petersville, Alaska",1666736035405,1666736184186,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022dp7bv1w,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022dp7bv1w&format=geojson,,,,,automatic,0,35,ak,022dp7bv1w,",ak022dp7bv1w,",",ak,",",origin,phase-data,",,,0.91,,ml,earthquake,"M 1.5 - 58 km WNW of Petersville, Alaska"
3.54,"15km E of Seven Trees, CA",1666735717200,1667528068014,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73799186,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73799186&format=geojson,372.0,3.8,3.387,,reviewed,0,334,nc,73799186,",nc73799186,us7000ikcn,",",nc,us,",",dyfi,focal-mechanism,moment-tensor,nearby-cities,origin,phase-data,scitech-link,shakemap,",124.0,0.04039,0.08,28.0,mw,earthquake,"M 3.5 - 15km E of Seven Trees, CA"
0.82,"13km N of Borrego Springs, CA",1666735358320,1666741330230,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40365808,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40365808&format=geojson,,,,,reviewed,0,10,ci,40365808,",ci40365808,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",33.0,0.0516,0.17,60.0,ml,earthquake,"M 0.8 - 13km N of Borrego Springs, CA"
0.58,"13km N of Borrego Springs, CA",1666735206460,1666740980404,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40365800,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40365800&format=geojson,,,,,reviewed,0,5,ci,40365800,",ci40365800,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",20.0,0.05063,0.11,66.0,ml,earthquake,"M 0.6 - 13km N of Borrego Springs, CA"
0.8,"33 km SW of Mina, Nevada",1666735195730,1666752162138,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00849985,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00849985&format=geojson,,,,,reviewed,0,10,nn,00849985,",nn00849985,",",nn,",",origin,phase-data,",14.0,0.154,0.1107,159.92,ml,earthquake,"M 0.8 - 33 km SW of Mina, Nevada"
1.7,"9 km W of Davis, Oklahoma",1666735033140,1666791981083,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2022uyhw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2022uyhw&format=geojson,,,,,reviewed,0,44,ok,2022uyhw,",ok2022uyhw,",",ok,",",origin,phase-data,",55.0,0.1277749262,0.3,101.0,ml,quarry blast,"M 1.7 Quarry Blast - 9 km W of Davis, Oklahoma"
-0.1,"1km NNW of The Geysers, CA",1666734890790,1667285303751,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73799181,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73799181&format=geojson,,,,,reviewed,0,0,nc,73799181,",nc73799181,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",10.0,0.015,0.04,80.0,md,earthquake,"M -0.1 - 1km NNW of The Geysers, CA"
2.35,"16km E of Seven Trees, CA",1666734563380,1666763472628,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73799176,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73799176&format=geojson,10.0,3.8,,,reviewed,0,89,nc,73799176,",nc73799176,",",nc,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",88.0,0.05914,0.07,42.0,md,earthquake,"M 2.4 - 16km E of Seven Trees, CA"
-0.13,"99 km NNW of Karluk, Alaska",1666734556500,1666852052490,,https://earthquake.usgs.gov/earthquakes/eventpage/av91075748,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91075748&format=geojson,,,,,reviewed,0,0,av,91075748,",av91075748,",",av,",",origin,phase-data,",6.0,,0.17,118.0,ml,earthquake,"M -0.1 - 99 km NNW of Karluk, Alaska"
0.89,"7km NW of The Geysers, CA",1666734549850,1666736234910,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73799171,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73799171&format=geojson,,,,,automatic,0,12,nc,73799171,",nc73799171,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",21.0,0.00999,0.02,50.0,md,earthquake,"M 0.9 - 7km NW of The Geysers, CA"
0.98,"8km WNW of Cobb, CA",1666734540850,1666735571842,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73799166,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73799166&format=geojson,,,,,automatic,0,15,nc,73799166,",nc73799166,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",18.0,0.01592,0.02,83.0,md,earthquake,"M 1.0 - 8km WNW of Cobb, CA"
4.8,"24 km NE of La Paz, Philippines",1666733968988,1666735447870,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ikch,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000ikch&format=geojson,1.0,3.8,,,reviewed,0,355,us,7000ikch,",us7000ikch,",",us,",",dyfi,origin,phase-data,",73.0,4.996,0.56,117.0,mb,earthquake,"M 4.8 - 24 km NE of La Paz, Philippines"
1.04,"13km SSW of Searles Valley, CA",1666733938980,1666736801856,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40365792,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40365792&format=geojson,,,,,reviewed,0,17,ci,40365792,",ci40365792,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",11.0,0.07751,0.07,165.0,ml,earthquake,"M 1.0 - 13km SSW of Searles Valley, CA"
-0.26,"74 km NW of Ninilchik, Alaska",1666733622740,1666851275900,,https://earthquake.usgs.gov/earthquakes/eventpage/av91075738,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91075738&format=geojson,,,,,reviewed,0,0,av,91075738,",av91075738,",",av,",",origin,phase-data,",7.0,,0.1,172.0,ml,earthquake,"M -0.3 - 74 km NW of Ninilchik, Alaska"
-0.57,Southern Alaska,1666733578830,1666851598030,,https://earthquake.usgs.gov/earthquakes/eventpage/av91703086,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91703086&format=geojson,,,,,reviewed,0,0,av,91703086,",av91703086,",",av,",",origin,phase-data,",5.0,,0.07,200.0,ml,earthquake,M -0.6 - Southern Alaska
1.9,"68 km SE of Pope-Vannoy Landing, Alaska",1666733510968,1666733644323,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022dp6u9zs,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022dp6u9zs&format=geojson,,,,,automatic,0,56,ak,022dp6u9zs,",ak022dp6u9zs,",",ak,",",origin,phase-data,",,,0.27,,ml,earthquake,"M 1.9 - 68 km SE of Pope-Vannoy Landing, Alaska"
0.84,"12km ENE of Cloverdale, CA",1666733266730,1666734314711,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73799161,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73799161&format=geojson,,,,,automatic,0,11,nc,73799161,",nc73799161,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",19.0,0.006022,0.04,127.0,md,earthquake,"M 0.8 - 12km ENE of Cloverdale, CA"
